doi:10.7910/DVN/KMUYUK	all	ok
doi:10.7910/DVN/VWDGHT	all	ok
doi:10.7910/DVN/AGRX5U	all	ok
doi:10.7910/DVN/ZELWZ7	all	ok
doi:10.7910/DVN/JNMDCO	all	ok
doi:10.7910/DVN/AAI7VA	3429746	checksum error
doi:10.7910/DVN/AAI7VA	3429747	checksum error
doi:10.7910/DVN/NLMJIP	all	ok
doi:10.7910/DVN/SJBWC3	all	ok
doi:10.7910/DVN/NUGAJB	3583793	checksum error
doi:10.7910/DVN/NUGAJB	3583794	checksum error
doi:10.7910/DVN/NUGAJB	3583795	checksum error
doi:10.7910/DVN/GSMBFX	all	ok
doi:10.7910/DVN/CLOTQP	all	ok
doi:10.7910/DVN/JZZWER	all	ok
doi:10.7910/DVN/7UBRAC	all	ok
doi:10.7910/DVN/YFQE9W	all	ok
doi:10.7910/DVN/FTFJTV	all	ok
doi:10.7910/DVN/14RSGX	all	ok
doi:10.7910/DVN/RBECVN	3324176	checksum error
doi:10.7910/DVN/RBECVN	3324177	checksum error
doi:10.7910/DVN/RBECVN	3324178	checksum error
doi:10.7910/DVN/RBECVN	3324179	checksum error
doi:10.7910/DVN/RBECVN	3324180	checksum error
doi:10.7910/DVN/RBECVN	3324181	checksum error
doi:10.7910/DVN/RBECVN	3324182	checksum error
doi:10.7910/DVN/BXBJFW	all	ok
doi:10.7910/DVN/AIPWNU	all	ok
doi:10.7910/DVN/RHFPVV	all	ok
doi:10.7910/DVN/CMQYMO	all	ok
doi:10.7910/DVN/XHCWHE	all	ok
doi:10.7910/DVN/86YEER	all	ok
doi:10.7910/DVN/AIF4PI	all	ok
doi:10.7910/DVN/GTFAQW	all	ok
doi:10.7910/DVN/BPGCF0	all	ok
doi:10.7910/DVN/22O4DB	all	ok
doi:10.7910/DVN/ER4KD1	all	ok
doi:10.7910/DVN/M68ULI	all	ok
doi:10.7910/DVN/GXXKU0	all	ok
doi:10.7910/DVN/OFQUAN	all	ok
doi:10.7910/DVN/FB3O9W	all	ok
doi:10.7910/DVN/EHVA7Y	all	ok
doi:10.7910/DVN/BONQSQ	all	ok
doi:10.7910/DVN/8E1IIM	all	ok
doi:10.7910/DVN/MZUOWG	all	ok
doi:10.7910/DVN/PPVW17	all	ok
doi:10.7910/DVN/T7PXKJ	all	ok
doi:10.7910/DVN/3EONKV	all	ok
doi:10.7910/DVN/O5LNTG	all	ok
doi:10.7910/DVN/YRAJHO	all	ok
doi:10.7910/DVN/XUVHCH	all	ok
doi:10.7910/DVN/L0SO7L	all	ok
doi:10.7910/DVN/ADRRNX	all	ok
doi:10.7910/DVN/QPVRNG	all	ok
doi:10.7910/DVN/MUFCFA	all	ok
doi:10.7910/DVN/9OP7YH	all	ok
doi:10.7910/DVN/5J4YZZ	3774088	checksum error
doi:10.7910/DVN/5J4YZZ	3774089	checksum error
doi:10.7910/DVN/IGLWYD	all	ok
doi:10.7910/DVN/FAAMAX	all	ok
doi:10.7910/DVN/XPCVEI	all	ok
doi:10.7910/DVN/M7FYU8	all	ok
doi:10.7910/DVN/NDJFNZ	3157707	checksum error
doi:10.7910/DVN/NDJFNZ	3157708	checksum error
doi:10.7910/DVN/NDJFNZ	3157709	checksum error
doi:10.7910/DVN/NDJFNZ	3157710	checksum error
doi:10.7910/DVN/NDJFNZ	3157711	checksum error
doi:10.7910/DVN/NDJFNZ	3157712	checksum error
doi:10.7910/DVN/NDJFNZ	3157713	checksum error
doi:10.7910/DVN/NDJFNZ	3157714	checksum error
doi:10.7910/DVN/NDJFNZ	3157715	checksum error
doi:10.7910/DVN/NDJFNZ	3157716	checksum error
doi:10.7910/DVN/NDJFNZ	3157905	checksum error
doi:10.7910/DVN/NDJFNZ	3157907	checksum error
doi:10.7910/DVN/BSYAK5	all	ok
doi:10.7910/DVN/74N5YH	all	ok
doi:10.7910/DVN/MGAVHG	all	ok
doi:10.7910/DVN/2IT7IF	all	ok
doi:10.7910/DVN/4NVGLS	all	ok
doi:10.7910/DVN/5MUUMN	all	ok
doi:10.7910/DVN/YTWNA2	all	ok
doi:10.7910/DVN/NWHYIQ	all	ok
doi:10.7910/DVN/GBNGDF	all	ok
doi:10.7910/DVN/PZKBUX	all	ok
doi:10.7910/DVN/9IK577	all	ok
doi:10.7910/DVN/GBZZXL	all	ok
doi:10.7910/DVN/RT5HRL	all	ok
doi:10.7910/DVN/2HCGWN	all	ok
doi:10.7910/DVN/UO5WQ4	all	ok
doi:10.7910/DVN/53KIX8	all	ok
doi:10.7910/DVN/CRPAA8	all	ok
doi:10.7910/DVN/2JCJLX	all	ok
doi:10.7910/DVN/SJI4IA	all	ok
doi:10.7910/DVN/FLXHAZ	all	ok
doi:10.7910/DVN/H9X2AB	all	ok
doi:10.7910/DVN/A785G7	all	ok
doi:10.7910/DVN/LH7RM3	3336522	checksum error
doi:10.7910/DVN/NN0TSC	2999802	checksum error
doi:10.7910/DVN/NN0TSC	3001390	checksum error
doi:10.7910/DVN/NN0TSC	3001404	checksum error
doi:10.7910/DVN/NN0TSC	3001856	checksum error
doi:10.7910/DVN/NN0TSC	3001857	checksum error
doi:10.7910/DVN/NN0TSC	3001859	checksum error
doi:10.7910/DVN/NN0TSC	3001861	checksum error
doi:10.7910/DVN/NN0TSC	3001864	checksum error
doi:10.7910/DVN/NN0TSC	3001865	checksum error
doi:10.7910/DVN/NN0TSC	3001872	checksum error
doi:10.7910/DVN/NN0TSC	3001877	checksum error
doi:10.7910/DVN/NN0TSC	3001881	checksum error
doi:10.7910/DVN/NN0TSC	3002249	checksum error
doi:10.7910/DVN/NN0TSC	3002253	checksum error
doi:10.7910/DVN/NN0TSC	3002259	checksum error
doi:10.7910/DVN/NN0TSC	3003973	checksum error
doi:10.7910/DVN/NN0TSC	3007002	checksum error
doi:10.7910/DVN/6LTHVZ	all	ok
doi:10.7910/DVN/W8TQHB	all	ok
doi:10.7910/DVN/OZ7YZ1	all	ok
doi:10.7910/DVN/ZIWLCJ	all	ok
doi:10.7910/DVN/VSVBTP	all	ok
doi:10.7910/DVN/37ZBCF	all	ok
doi:10.7910/DVN/HGW60I	all	ok
doi:10.7910/DVN/ZLFP3A	all	ok
doi:10.7910/DVN/0VIYXT	all	ok
doi:10.7910/DVN/NOWHWG	all	ok
doi:10.7910/DVN/HUEPQJ	all	ok
doi:10.7910/DVN/C15VOD	all	ok
doi:10.7910/DVN/6L6JHG	all	ok
doi:10.7910/DVN/MV8SWC	all	ok
doi:10.7910/DVN/DI5O9H	all	ok
doi:10.7910/DVN/0BPVCH	all	ok
doi:10.7910/DVN/IUB62M	all	ok
doi:10.7910/DVN/ART3M9	all	ok
doi:10.7910/DVN/NKGCNA	all	ok
doi:10.7910/DVN/FPYKTP	all	ok
doi:10.7910/DVN/2ZRRX2	all	ok
doi:10.7910/DVN/N3WF2P	all	ok
doi:10.7910/DVN/RXDTTS	all	ok
doi:10.7910/DVN/C2QO6J	all	ok
doi:10.7910/DVN/VEPHLS	all	ok
doi:10.7910/DVN/P5TAFD	all	ok
doi:10.7910/DVN/SYSQDB	all	ok
doi:10.7910/DVN/SBHNSW	all	ok
doi:10.7910/DVN/HIIMRK	all	ok
doi:10.7910/DVN/XG6QQX	all	ok
doi:10.7910/DVN/QGZY0B	all	ok
doi:10.7910/DVN/AJ7Q9B	all	ok
doi:10.7910/DVN/O6VHZZ	all	ok
doi:10.7910/DVN/GL2WN8	all	ok
doi:10.7910/DVN/HREANC	all	ok
doi:10.7910/DVN/LVNZE2	all	ok
doi:10.7910/DVN/HGIHGC	all	ok
doi:10.7910/DVN/WNMLPA	all	ok
doi:10.7910/DVN/2LY2WB	all	ok
doi:10.7910/DVN/PT2IB9	all	ok
doi:10.7910/DVN/WKCZ9Z	all	ok
doi:10.7910/DVN/0QOVCH	all	ok
doi:10.7910/DVN/DE0OVP	all	ok
doi:10.7910/DVN/VGSSNX	all	ok
doi:10.7910/DVN/LA4RAC	all	ok
doi:10.7910/DVN/3QNR8Q	all	ok
doi:10.7910/DVN/DZ1NFG	all	ok
doi:10.7910/DVN/NGHM1Y	all	ok
doi:10.7910/DVN/3GBS1I	all	ok
doi:10.7910/DVN/JGGUZE	all	ok
doi:10.7910/DVN/CQXHTH	all	ok
doi:10.7910/DVN/WDMSOL	all	ok
doi:10.7910/DVN/QXCFO2	all	ok
doi:10.7910/DVN/5CYWWF	all	ok
doi:10.7910/DVN/G4SZXG	all	ok
doi:10.7910/DVN/QRWFKX	all	ok
doi:10.7910/DVN/KGHEU4	all	ok
doi:10.7910/DVN/SV9B3E	all	ok
doi:10.7910/DVN/Z5RBBT	all	ok
doi:10.7910/DVN/MSV9AS	all	ok
doi:10.7910/DVN/4JXJWI	all	ok
doi:10.7910/DVN/AXCVFN	all	ok
doi:10.7910/DVN/DW7Y5W	all	ok
doi:10.7910/DVN/CC2AU2	all	ok
doi:10.7910/DVN/1VDZE9	all	ok
doi:10.7910/DVN/9V0LLB	all	ok
doi:10.7910/DVN/B8JYZW	all	ok
doi:10.7910/DVN/LBUXPQ	all	ok
doi:10.7910/DVN/W03YWD	all	ok
doi:10.7910/DVN/CFPBRI	all	ok
doi:10.7910/DVN/ABSCFP	all	ok
doi:10.7910/DVN/3AA5CQ	all	ok
doi:10.7910/DVN/80J7OL	all	ok
doi:10.7910/DVN/MTELU8	all	ok
doi:10.7910/DVN/GYNPF8	all	ok
doi:10.7910/DVN/OBDQ3H	all	ok
doi:10.7910/DVN/XKOVUN	all	ok
doi:10.7910/DVN/RZWQQK	all	ok
doi:10.7910/DVN/GS3IKP	all	ok
doi:10.7910/DVN/8TP2S7	all	ok
doi:10.7910/DVN/XQY6CZ	all	ok
doi:10.7910/DVN/XTJRQN	all	ok
doi:10.7910/DVN/RPHJBO	all	ok
doi:10.7910/DVN/GYIS2O	2826253	checksum error
doi:10.7910/DVN/GYIS2O	2826254	checksum error
doi:10.7910/DVN/GYIS2O	2826255	checksum error
doi:10.7910/DVN/GYIS2O	2826256	checksum error
doi:10.7910/DVN/GYIS2O	2826257	checksum error
doi:10.7910/DVN/GYIS2O	2826258	checksum error
doi:10.7910/DVN/GYIS2O	2826259	checksum error
doi:10.7910/DVN/GYIS2O	2826260	checksum error
doi:10.7910/DVN/GYIS2O	2826261	checksum error
doi:10.7910/DVN/GYIS2O	2826262	checksum error
doi:10.7910/DVN/GYIS2O	2826264	checksum error
doi:10.7910/DVN/GYIS2O	2826265	checksum error
doi:10.7910/DVN/GYIS2O	2826376	checksum error
doi:10.7910/DVN/GYIS2O	2826377	checksum error
doi:10.7910/DVN/ZBRTJH	all	ok
doi:10.7910/DVN/ZBTIIK	all	ok
doi:10.7910/DVN/GQQUQU	all	ok
doi:10.7910/DVN/0DOFEF	all	ok
doi:10.7910/DVN/0UDCQC	all	ok
doi:10.7910/DVN/NH4CRS	all	ok
doi:10.7910/DVN/J7HUX3	all	ok
doi:10.7910/DVN/AMJXCB	all	ok
doi:10.7910/DVN/7SXKSF	all	ok
doi:10.7910/DVN/OQ64S8	all	ok
doi:10.7910/DVN/QOD8ZU	all	ok
doi:10.7910/DVN/TIIHB8	all	ok
doi:10.7910/DVN/JQMMVD	all	ok
doi:10.7910/DVN/1IWN5N	all	ok
doi:10.7910/DVN/DSDD7W	all	ok
doi:10.7910/DVN/ECBF7Y	all	ok
doi:10.7910/DVN/EA011Q	all	ok
doi:10.7910/DVN/1KIEXG	all	ok
doi:10.7910/DVN/TT17NY	all	ok
doi:10.7910/DVN/CGH7BR	all	ok
doi:10.7910/DVN/QTG6FQ	all	ok
doi:10.7910/DVN/T6GPSX	all	ok
doi:10.7910/DVN/BVWFG1	all	ok
doi:10.7910/DVN/SYYMJ0	all	ok
doi:10.7910/DVN/LQNCBW	all	ok
doi:10.7910/DVN/RJW5VN	all	ok
doi:10.7910/DVN/7QHIXX	all	ok
doi:10.7910/DVN/NOYBCQ	all	ok
doi:10.7910/DVN/CXKAQA	all	ok
doi:10.7910/DVN/ZRZGTT	all	ok
doi:10.7910/DVN/MWJHD2	all	ok
doi:10.7910/DVN/MLTXHB	all	ok
doi:10.7910/DVN/BWPNVP	all	ok
doi:10.7910/DVN/URSNLH	all	ok
doi:10.7910/DVN/PUIJIU	all	ok
doi:10.7910/DVN/W4XWVU	all	ok
doi:10.7910/DVN/ZUH3UG	all	ok
doi:10.7910/DVN/2NDL6R	all	ok
doi:10.7910/DVN/4S2NIW	all	ok
doi:10.7910/DVN/1LAK3R	all	ok
doi:10.7910/DVN/4RQWXW	all	ok
doi:10.7910/DVN/EPBIDE	all	ok
doi:10.7910/DVN/ORH029	2685946	checksum error
doi:10.7910/DVN/2DLCPZ	all	ok
doi:10.7910/DVN/TALNRF	all	ok
doi:10.7910/DVN/ENFMZY	all	ok
doi:10.7910/DVN/X7PCPB	all	ok
doi:10.7910/DVN/JRDCUN	all	ok
doi:10.7910/DVN/FSN6ZY	all	ok
doi:10.7910/DVN/WAEHOI	all	ok
doi:10.7910/DVN/2JDGQT	all	ok
doi:10.7910/DVN/USKUR2	all	ok
doi:10.7910/DVN/OU552V	all	ok
doi:10.7910/DVN/YMMSIC	all	ok
doi:10.7910/DVN/CF44OW	all	ok
doi:10.7910/DVN/RDQZUM	all	ok
doi:10.7910/DVN/JTLAIG	all	ok
doi:10.7910/DVN/NC06GQ	all	ok
doi:10.7910/DVN/JERJ0C	all	ok
doi:10.7910/DVN/Y0YCO9	all	ok
doi:10.7910/DVN/NX5QIU	all	ok
doi:10.7910/DVN/W2CXVU	all	ok
doi:10.7910/DVN/EMM5MP	all	ok
doi:10.7910/DVN/6RCYDU	all	ok
doi:10.7910/DVN/SKGWTS	all	ok
doi:10.7910/DVN/AEENUD	all	ok
doi:10.7910/DVN/QKJHCI	all	ok
doi:10.7910/DVN/H13U6G	all	ok
doi:10.7910/DVN/BEQRZC	all	ok
doi:10.7910/DVN/KSSFDI	all	ok
doi:10.7910/DVN/WPKTKJ	all	ok
doi:10.7910/DVN/CKLIY1	all	ok
doi:10.7910/DVN/OOLBO9	all	ok
doi:10.7910/DVN/PQUUEF	all	ok
doi:10.7910/DVN/BPIXRS	all	ok
doi:10.7910/DVN/NQ32VR	all	ok
doi:10.7910/DVN/GOSVG6	all	ok
doi:10.7910/DVN/YLVI5Z	all	ok
doi:10.7910/DVN/KYQSY8	all	ok
doi:10.7910/DVN/Q8VDN0	all	ok
doi:10.7910/DVN/UYXRI8	all	ok
doi:10.7910/DVN/YAIXFQ	all	ok
doi:10.7910/DVN/KFIKH8	all	ok
doi:10.7910/DVN/GNCDZR	all	ok
doi:10.7910/DVN/DUW1QY	all	ok
doi:10.7910/DVN/24CXA7	all	ok
doi:10.7910/DVN/TTCTIY	all	ok
doi:10.7910/DVN/TYD3EC	all	ok
doi:10.7910/DVN/U4Q0FR	all	ok
doi:10.7910/DVN/ELUQVD	2839305	checksum error
doi:10.7910/DVN/ELUQVD	2839306	checksum error
doi:10.7910/DVN/ELUQVD	2839307	checksum error
doi:10.7910/DVN/ELUQVD	2839308	checksum error
doi:10.7910/DVN/ELUQVD	2839309	checksum error
doi:10.7910/DVN/ELUQVD	2839310	checksum error
doi:10.7910/DVN/ELUQVD	2839311	checksum error
doi:10.7910/DVN/ELUQVD	2839312	checksum error
doi:10.7910/DVN/ELUQVD	2839315	checksum error
doi:10.7910/DVN/ELUQVD	2839316	checksum error
doi:10.7910/DVN/ELUQVD	2848251	checksum error
doi:10.7910/DVN/ELUQVD	2848252	checksum error
doi:10.7910/DVN/ELUQVD	2848253	checksum error
doi:10.7910/DVN/ELUQVD	2848254	checksum error
doi:10.7910/DVN/J0G6K3	all	ok
doi:10.7910/DVN/JTAXAD	all	ok
doi:10.7910/DVN/2PAZJX	all	ok
doi:10.7910/DVN/XZEI7M	all	ok
doi:10.7910/DVN/NOFKNI	all	ok
doi:10.7910/DVN/CX6BKT	all	ok
doi:10.7910/DVN/4R6NEQ	all	ok
doi:10.7910/DVN/IS2KTU	all	ok
doi:10.7910/DVN/WSJX0X	all	ok
doi:10.7910/DVN/KL0FDF	all	ok
doi:10.7910/DVN/HVKKHL	all	ok
doi:10.7910/DVN/YDBMNI	all	ok
doi:10.7910/DVN/S6B7SE	all	ok
doi:10.7910/DVN/3SLMJY	all	ok
doi:10.7910/DVN/VWBTL5	all	ok
doi:10.7910/DVN/YGKKRU	all	ok
doi:10.7910/DVN/UN54HD	2682198	checksum error
doi:10.7910/DVN/UN54HD	2682201	checksum error
doi:10.7910/DVN/UN54HD	2682203	checksum error
doi:10.7910/DVN/UN54HD	2682205	checksum error
doi:10.7910/DVN/UN54HD	2682206	checksum error
doi:10.7910/DVN/UN54HD	2682209	checksum error
doi:10.7910/DVN/UN54HD	2682211	checksum error
doi:10.7910/DVN/UN54HD	2682213	checksum error
doi:10.7910/DVN/UN54HD	2682220	checksum error
doi:10.7910/DVN/UN54HD	2682221	checksum error
doi:10.7910/DVN/UN54HD	2682222	checksum error
doi:10.7910/DVN/UN54HD	2682223	checksum error
doi:10.7910/DVN/UN54HD	2682225	checksum error
doi:10.7910/DVN/UN54HD	2682227	checksum error
doi:10.7910/DVN/UN54HD	2682229	checksum error
doi:10.7910/DVN/UN54HD	2682231	checksum error
doi:10.7910/DVN/UN54HD	2682232	checksum error
doi:10.7910/DVN/UN54HD	2682233	checksum error
doi:10.7910/DVN/UN54HD	2682234	checksum error
doi:10.7910/DVN/UN54HD	2682235	checksum error
doi:10.7910/DVN/UN54HD	2682239	checksum error
doi:10.7910/DVN/UN54HD	2682242	checksum error
doi:10.7910/DVN/UN54HD	2682245	checksum error
doi:10.7910/DVN/CTMZX8	all	ok
doi:10.7910/DVN/VGNMQP	all	ok
doi:10.7910/DVN/Q5QINN	all	ok
doi:10.7910/DVN/NYONTD	all	ok
doi:10.7910/DVN/B4XDZP	all	ok
doi:10.7910/DVN/JUCGYS	all	ok
doi:10.7910/DVN/GITJQ4	all	ok
doi:10.7910/DVN/YYZCA0	all	ok
doi:10.7910/DVN/HKDFTY	all	ok
doi:10.7910/DVN/26VAXI	all	ok
doi:10.7910/DVN/LG3DWV	all	ok
doi:10.7910/DVN/AEOMG5	all	ok
doi:10.7910/DVN/GAASQW	all	ok
doi:10.7910/DVN/NCV3EX	all	ok
doi:10.7910/DVN/VVX0K7	all	ok
doi:10.7910/DVN/PBHNHR	all	ok
doi:10.7910/DVN/UQZUPO	all	ok
doi:10.7910/DVN/9Q5DFZ	all	ok
doi:10.7910/DVN/LQ8B4W	all	ok
doi:10.7910/DVN/61JSZQ	all	ok
doi:10.7910/DVN/WUQRIQ	all	ok
doi:10.7910/DVN/Y5Y6VD	all	ok
doi:10.7910/DVN/2V2LGK	all	ok
doi:10.7910/DVN/URXZX5	all	ok
doi:10.7910/DVN/YAPXVG	all	ok
doi:10.7910/DVN/NZQIWM	all	ok
doi:10.7910/DVN/WKJMZY	all	ok
doi:10.7910/DVN/G76EDS	all	ok
doi:10.7910/DVN/KYVPKZ	all	ok
doi:10.7910/DVN/Y8KIUK	all	ok
doi:10.7910/DVN/MS8XES	all	ok
doi:10.7910/DVN/MTQEE1	all	ok
doi:10.7910/DVN/LVPPP7	all	ok
doi:10.7910/DVN/KSKR7F	all	ok
doi:10.7910/DVN/XVCKRS	all	ok
doi:10.7910/DVN/WQWUAL	all	ok
doi:10.7910/DVN/GF65E4	all	ok
doi:10.7910/DVN/NPQF5G	all	ok
doi:10.7910/DVN/Q86FEQ	all	ok
doi:10.7910/DVN/ISEJMI	all	ok
doi:10.7910/DVN/GCBZXY	all	ok
doi:10.7910/DVN/OK5PUL	all	ok
doi:10.7910/DVN/F08NDH	all	ok
doi:10.7910/DVN/5KM8VO	all	ok
doi:10.7910/DVN/U23L09	all	ok
doi:10.7910/DVN/BIJWCU	all	ok
doi:10.7910/DVN/XQTCHB	all	ok
doi:10.7910/DVN/INVDWM	all	ok
doi:10.7910/DVN/OIQA8Y	2826318	checksum error
doi:10.7910/DVN/OIQA8Y	2826319	checksum error
doi:10.7910/DVN/OIQA8Y	2826320	checksum error
doi:10.7910/DVN/OIQA8Y	2826321	checksum error
doi:10.7910/DVN/OIQA8Y	2826322	checksum error
doi:10.7910/DVN/OIQA8Y	2826323	checksum error
doi:10.7910/DVN/OIQA8Y	2826324	checksum error
doi:10.7910/DVN/OIQA8Y	2826325	checksum error
doi:10.7910/DVN/OIQA8Y	2826326	checksum error
doi:10.7910/DVN/OIQA8Y	2826327	checksum error
doi:10.7910/DVN/OIQA8Y	2826328	checksum error
doi:10.7910/DVN/OIQA8Y	2826329	checksum error
doi:10.7910/DVN/OIQA8Y	2826330	checksum error
doi:10.7910/DVN/OIQA8Y	2826331	checksum error
doi:10.7910/DVN/OIQA8Y	2826332	checksum error
doi:10.7910/DVN/OIQA8Y	2826333	checksum error
doi:10.7910/DVN/OIQA8Y	2826334	checksum error
doi:10.7910/DVN/OIQA8Y	2826335	checksum error
doi:10.7910/DVN/OIQA8Y	2826336	checksum error
doi:10.7910/DVN/OIQA8Y	2826337	checksum error
doi:10.7910/DVN/OIQA8Y	2826338	checksum error
doi:10.7910/DVN/OIQA8Y	2826339	checksum error
doi:10.7910/DVN/OIQA8Y	2826340	checksum error
doi:10.7910/DVN/OIQA8Y	2826341	checksum error
doi:10.7910/DVN/OIQA8Y	2826342	checksum error
doi:10.7910/DVN/OIQA8Y	2826343	checksum error
doi:10.7910/DVN/OIQA8Y	2826344	checksum error
doi:10.7910/DVN/OIQA8Y	2826345	checksum error
doi:10.7910/DVN/J2YRUN	all	ok
doi:10.7910/DVN/HJSQNL	all	ok
doi:10.7910/DVN/VJLWTZ	all	ok
doi:10.7910/DVN/OW7M4S	all	ok
doi:10.7910/DVN/25641	all	ok
doi:10.7910/DVN/J0VEYF	3014575	checksum error
doi:10.7910/DVN/J0VEYF	3014576	checksum error
doi:10.7910/DVN/J0VEYF	3014577	checksum error
doi:10.7910/DVN/J0VEYF	3014578	checksum error
doi:10.7910/DVN/J0VEYF	3014579	checksum error
doi:10.7910/DVN/J0VEYF	3014580	checksum error
doi:10.7910/DVN/J0VEYF	3014581	checksum error
doi:10.7910/DVN/MM2VWC	all	ok
doi:10.7910/DVN/QO6EMT	all	ok
doi:10.7910/DVN/K8SC39	all	ok
doi:10.7910/DVN/EY2I6M	all	ok
doi:10.7910/DVN/TCOFXX	all	ok
doi:10.7910/DVN/GUAFU0	all	ok
doi:10.7910/DVN/XONPX2	all	ok
doi:10.7910/DVN/5LYJNZ	all	ok
doi:10.7910/DVN/M98FXF	all	ok
doi:10.7910/DVN/6GPLRU	all	ok
doi:10.7910/DVN/TYSETW	all	ok
doi:10.7910/DVN/CL0RU2	all	ok
doi:10.7910/DVN/TFV1HT	all	ok
doi:10.7910/DVN/5DLNMA	all	ok
doi:10.7910/DVN/A3M7PY	all	ok
doi:10.7910/DVN/B1HHGV	all	ok
doi:10.7910/DVN/0MOPI4	all	ok
doi:10.7910/DVN/XNXZGB	all	ok
doi:10.7910/DVN/A8WOCU	all	ok
doi:10.7910/DVN/ENOEQS	all	ok
doi:10.7910/DVN/UDGOFR	all	ok
doi:10.7910/DVN/OABGY2	all	ok
doi:10.7910/DVN/52UGJT	all	ok
doi:10.7910/DVN/ZVQ90X	all	ok
doi:10.7910/DVN/G7EOGT	all	ok
doi:10.7910/DVN/NUERNZ	all	ok
doi:10.7910/DVN/KNXKIY	all	ok
doi:10.7910/DVN/MRIWOI	all	ok
doi:10.7910/DVN/5DPHSO	all	ok
doi:10.7910/DVN/OVLKN9	all	ok
doi:10.7910/DVN/BFLOTT	all	ok
doi:10.7910/DVN/7D48YB	all	ok
doi:10.7910/DVN/DF4DFH	all	ok
doi:10.7910/DVN/BJIAKI	all	ok
doi:10.7910/DVN/N9TTIA	all	ok
doi:10.7910/DVN/5CBVXA	3618460	checksum error
doi:10.7910/DVN/O7HHKB	all	ok
doi:10.7910/DVN/AESELE	all	ok
doi:10.7910/DVN/XQ9RJT	all	ok
doi:10.7910/DVN/PLLBQJ	all	ok
doi:10.7910/DVN/8AKACJ	all	ok
doi:10.7910/DVN/CMK05F	all	ok
doi:10.7910/DVN/MXKRDE	all	ok
doi:10.7910/DVN/8VBGXO	all	ok
doi:10.7910/DVN/QMBTPP	all	ok
doi:10.7910/DVN/IKVXOM	all	ok
doi:10.7910/DVN/96WYRS	all	ok
doi:10.7910/DVN/BBVSBU	all	ok
doi:10.7910/DVN/T17S0X	all	ok
doi:10.7910/DVN/K8MWBX	all	ok
doi:10.7910/DVN/K2TLDB	all	ok
doi:10.7910/DVN/FS90RJ	all	ok
doi:10.7910/DVN/0KL6JK	all	ok
