,doi,file,r32,r36,r40,result,success,publicationDate,publisher,subject,type,name
4919,doi:10.7910/DVN/NDZV42,Onset CE Scores.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in read.dta13('Base Data for Civil Wars.dta') :   could not find function 'read.dta13',Error in read.dta13('Base Data for Civil Wars.dta') :   could not find function 'read.dta13',Error in read.dta13('Base Data for Civil Wars.dta') :   could not find function 'read.dta13',0,2020,crescenzi,Social Sciences,RESEARCHERS,Mark Crescenzi Dataverse
4920,doi:10.7910/DVN/NDZV42,Predictive Significance Plots.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'","Error in somers2(plogis(predict(cemodel)), cemodel$y) :   could not find function 'somers2'","Error in somers2(plogis(predict(cemodel)), cemodel$y) :   could not find function 'somers2'","Error in somers2(plogis(predict(cemodel)), cemodel$y) :   could not find function 'somers2'",0,2020,crescenzi,Social Sciences,RESEARCHERS,Mark Crescenzi Dataverse
4921,doi:10.7910/DVN/VB6GAD,Cordell-SecurityCivilLiberties-Replication-File.R,"Error in eval(expr, envir, enclos) : could not find function 'pR2'",Error in pR2(table2_model1) : could not find function 'pR2',Error in pR2(table2_model1) : could not find function 'pR2',Error in pR2(table2_model1) : could not find function 'pR2',0,2018,rebeccacordell,Social Sciences,RESEARCHERS,Rebecca Cordell Dataverse
4924,doi:10.7910/DVN/KPCLFQ,BCFvU_JOP_fig2.R,success,success,success,success,1,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4925,doi:10.7910/DVN/3E7RG4,JPSE Analysis Code.R,"Error in eval(expr, envir, enclos) : could not find function 'rcorr'","Error in rcorr(cbind(data$cmidif, data$prop_attendance), type = 'pearson') :   could not find function 'rcorr'","Error in rcorr(cbind(data$cmidif, data$prop_attendance), type = 'pearson') :   could not find function 'rcorr'","Error in rcorr(cbind(data$cmidif, data$prop_attendance), type = 'pearson') :   could not find function 'rcorr'",0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
4927,doi:10.7910/DVN/8N79E6,results_appendixfigures.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in read.dta13('analysisdata2.dta') :   could not find function 'read.dta13',Error in read.dta13('analysisdata2.dta') :   could not find function 'read.dta13',Error in read.dta13('analysisdata2.dta') :   could not find function 'read.dta13',0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
4931,doi:10.7910/DVN/B9SCDJ,Support-Code.R,success,success,,success,1,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
4932,doi:10.7910/DVN/B9SCDJ,agcode4.R,"Error in eval(expr, envir, enclos) : could not find function 'GET'",success,success,success,1,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
4934,doi:10.7910/DVN/K1TVXL,Homola_WomenMenResponsiveness_Analysis.R,"Error in eval(expr, envir, enclos) : could not find function 'describe'","Error in describe(data[, c('pshift', 'mvshift', 'wshift', 'mshift', 'absp',  :   could not find function 'describe'","Error in describe(data[, c('pshift', 'mvshift', 'wshift', 'mshift', 'absp',  :   could not find function 'describe'","Error in describe(data[, c('pshift', 'mvshift', 'wshift', 'mshift', 'absp',  :   could not find function 'describe'",0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4935,doi:10.7910/DVN/K1TVXL,Homola_WomenMenResponsiveness_Appendix.R,success,success,success,success,1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4936,doi:10.7910/DVN/K1TVXL,Homola_WomenMenResponsiveness_Figures.R,"Error in type.convert(data[[i]], as.is = as.is[i], dec = dec, numerals = numerals,  :   invalid multibyte string at '<a3>:%@'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<a3>:%@'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<a3>:%@'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<a3>:%@'",0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4937,doi:10.7910/DVN/K1TVXL,Homola_WomenMenResponsiveness_hmx.R,success,success,success,success,1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4938,doi:10.7910/DVN/K1TVXL,Homola_WomenMenResponsiveness_interactions.R,success,success,success,success,1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4939,doi:10.7910/DVN/LDRTZI,figures_hhdata.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4944,doi:10.7910/DVN/FPMUUG,tab3_5_other.R,"Error in eval(expr, envir, enclos) : could not find function 'GenMatch'",success,success,success,1,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
4945,doi:10.7910/DVN/FPMUUG,tab3_5_political.R,"Error in eval(expr, envir, enclos) : could not find function 'GenMatch'",success,success,success,1,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
4946,doi:10.7910/DVN/FPMUUG,tab3_5_sex.R,"Error in eval(expr, envir, enclos) : could not find function 'GenMatch'",success,success,success,1,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
4947,doi:10.7910/DVN/FPMUUG,tab_6_post94.R,"Error in eval(expr, envir, enclos) : could not find function 'GenMatch'","Error in GenBalance.internal(rr = rr, X = BalanceMatrix, nvars = balancevars,  :   reached elapsed time limit",Error in diff.default(sort(w)) : reached elapsed time limit,"Error in GenBalance.internal(rr = rr, X = BalanceMatrix, nvars = balancevars,  :   reached elapsed time limit",0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
4948,doi:10.7910/DVN/GOB7NW,R_utilities.R,success,,,success,1,2019,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
4949,doi:10.7910/DVN/GOB7NW,basic_example.R,"Error in basename(file.path('examples', policy_file), open = 'wt') :   unused argument (open = 'wt')","Error in basename(file.path('examples', policy_file), open = 'wt') :   unused argument (open = 'wt')","Error in basename(file.path('examples', policy_file), open = 'wt') :   unused argument (open = 'wt')","Error in basename(file.path('examples', policy_file), open = 'wt') :   unused argument (open = 'wt')",0,2019,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
4950,doi:10.7910/DVN/5YB7KD,01 Link_PM10.R,Error in na.omit(zipcode) : object 'zipcode' not found,Error in na.omit(zipcode) : object 'zipcode' not found,Error in na.omit(zipcode) : object 'zipcode' not found,Error in na.omit(zipcode) : object 'zipcode' not found,0,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
4951,doi:10.7910/DVN/5YB7KD,02 Merge PM10 data.R,success,success,success,success,1,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
4952,doi:10.7910/DVN/5YB7KD,03 Restrict and Create Variables.R,success,success,success,success,1,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
4953,doi:10.7910/DVN/5YB7KD,04 Impute baseline Predictions.R,"Error in eval(expr, envir, enclos) :   could not find function 'knnImputation'","Error in knnImputation(cbind(dat$temperature_annual_max_mean, dat$Longitude,  :   could not find function 'knnImputation'","Error in knnImputation(cbind(dat$temperature_annual_max_mean, dat$Longitude,  :   could not find function 'knnImputation'","Error in knnImputation(cbind(dat$temperature_annual_max_mean, dat$Longitude,  :   could not find function 'knnImputation'",0,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
4954,doi:10.7910/DVN/5YB7KD,05 Merge baseline Predictions.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
4955,doi:10.7910/DVN/5YB7KD,06 Create Analysis Data .R,success,success,success,success,1,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
4956,doi:10.7910/DVN/5YB7KD,arepa.R,success,success,success,success,1,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
4957,doi:10.7910/DVN/YPBBA1,run_analysis.R,"Error in eval(expr, envir, enclos) : could not find function 'new'","Error in getClass(Class, where = topenv(parent.frame())) :   “seurat” is not a defined class","Error in getClass(Class, where = topenv(parent.frame())) :   “seurat” is not a defined class","Error in getClass(Class, where = topenv(parent.frame())) :   “seurat” is not a defined class",0,2017,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
4960,doi:10.7910/DVN/SUPM3R,ca_gen_quintiles_from_distributions.r,Error : could not find function 'get.pctile.inc.bounds',Error in get.pctile.inc.bounds(inc.dist) :   could not find function 'get.pctile.inc.bounds',Error in get.pctile.inc.bounds(inc.dist) :   could not find function 'get.pctile.inc.bounds',Error in get.pctile.inc.bounds(inc.dist) :   could not find function 'get.pctile.inc.bounds',0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4961,doi:10.7910/DVN/SUPM3R,incomedistribution.r,success,success,success,success,1,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4962,doi:10.7910/DVN/SUPM3R,run_all_setup.r,"Error in select(canada.inc.dists, Ref_Date, INCOMEGROUP, Value) :   unused arguments (Ref_Date, INCOMEGROUP, Value)","Error in select(canada.inc.dists, Ref_Date, INCOMEGROUP, Value) :   unused arguments (Ref_Date, INCOMEGROUP, Value)","Error in select(canada.inc.dists, Ref_Date, INCOMEGROUP, Value) :   unused arguments (Ref_Date, INCOMEGROUP, Value)","Error in select(canada.inc.dists, Ref_Date, INCOMEGROUP, Value) :   unused arguments (Ref_Date, INCOMEGROUP, Value)",0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4963,doi:10.7910/DVN/SUPM3R,se_gen_quintiles_from_distributions.r,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4964,doi:10.7910/DVN/SEXLPX,ht_figure_code.R,success,success,success,success,1,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4965,doi:10.7910/DVN/IOPELZ,JOP_Pereira_replication.R,"Error in eval(expr, envir, enclos) : could not find function 'stargazer'",Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
4966,doi:10.7910/DVN/ULHZSG,Sample size only sex.R,success,success,success,success,1,2020,DiaphorinaSexEPG,Agricultural Sciences,LABORATORY,Diaphorina sex color size
4967,doi:10.7910/DVN/BPU1XG,zhou-wodtke_cde_example.R,Error in function_list[[i]](value) : could not find function 'mutate_at',success,success,success,1,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
4971,doi:10.7910/DVN/ELT9VD,bootcov2.R,success,success,success,success,1,2017,BJPolS,Engineering;Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4972,doi:10.7910/DVN/ELT9VD,cox.ed.fnp.R,success,success,success,success,1,2017,BJPolS,Engineering;Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4973,doi:10.7910/DVN/ELT9VD,cox.ed.gam.R,success,success,success,success,1,2017,BJPolS,Engineering;Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4974,doi:10.7910/DVN/ELT9VD,cox.ed.gam.tvc.R,success,success,success,success,1,2017,BJPolS,Engineering;Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4975,doi:10.7910/DVN/ELT9VD,meta_analysis.R,"Error in eval(expr, envir, enclos) :   could not find function 'VectorSource'",Error in VectorSource(ma.text) : could not find function 'VectorSource',Error in VectorSource(ma.text) : could not find function 'VectorSource',Error in VectorSource(ma.text) : could not find function 'VectorSource',0,2017,BJPolS,Engineering;Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
4976,doi:10.7910/DVN/EAXEET,goetheUnread.R,"Error in eval(expr, envir, enclos) : could not find function 'Gini'","Error in file(file, 'rt') : cannot open the connection",Error in Gini(a3.graph$count) : could not find function 'Gini',"Error in file(file, 'rt') : cannot open the connection",0,2019,txtlab,Arts and Humanities,LABORATORY,txtLAB
4981,doi:10.7910/DVN/GZH5L9,Appendix7_simulation.R,"Error in eval(expr, envir, enclos) : could not find function 'read_dta'",Error : './data_fakenews_sim.dta' does not exist in current working directory ('/usr/workdir').,Error : './data_fakenews_sim.dta' does not exist in current working directory ('/usr/workdir').,Error : './data_fakenews_sim.dta' does not exist in current working directory ('/usr/workdir').,0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
4982,doi:10.7910/DVN/4NUU2J,4_figures.R,Error in loadNamespace(name) : there is no package called 'readr',Error : 'tab_gen_sample_conv_share.csv' does not exist in current working directory ('/usr/workdir').,Error : 'tab_gen_sample_conv_share.csv' does not exist in current working directory ('/usr/workdir').,Error : 'tab_gen_sample_conv_share.csv' does not exist in current working directory ('/usr/workdir').,0,2020,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
4983,doi:10.7910/DVN/LCLJTT,PoznanskyScroggs_Sandwich.R,Error in read.dta('~/Dropbox/Interdependence--CompellentThreats/IO-ISQ/ISQ Note/Accepted Version/Datasets/lowdpnd_sandwich.dta') :   unable to open file: 'No such file or directory',Error in read.dta('~/Dropbox/Interdependence--CompellentThreats/IO-ISQ/ISQ Note/Accepted Version/Datasets/lowdpnd_sandwich.dta') :   unable to open file: 'No such file or directory',Error in read.dta('~/Dropbox/Interdependence--CompellentThreats/IO-ISQ/ISQ Note/Accepted Version/Datasets/lowdpnd_sandwich.dta') :   unable to open file: 'No such file or directory',Error in read.dta('~/Dropbox/Interdependence--CompellentThreats/IO-ISQ/ISQ Note/Accepted Version/Datasets/lowdpnd_sandwich.dta') :   unable to open file: 'No such file or directory',0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
4986,doi:10.7910/DVN/ELI51F,ideology_relative_berry.R,success,success,success,success,1,2020,Clarifying-Ideology-Policy-Diffusion,Social Sciences,RESEARCHERS,Replication Data for: Clarifying the Measurement of Relative Ideology in Policy Diffusion Research
4987,doi:10.7910/DVN/NZFAXI,BudgeHomola_PartyMovements.R,success,success,success,success,1,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
4988,doi:10.7910/DVN/KERZQY,1_data.R,"Error in eval(expr, envir, enclos) : object 'ssubact' not found","Error in eval(ei, envir) : object 'ssubact' not found","Error in eval(ei, envir) : object 'ssubact' not found","Error in eval(ei, envir) : object 'ssubact' not found",0,2018,txtlab,Arts and Humanities;Computer and Information Science,LABORATORY,txtLAB
4989,doi:10.7910/DVN/KERZQY,2a_char_distrib.R,success,success,success,success,1,2018,txtlab,Arts and Humanities;Computer and Information Science,LABORATORY,txtLAB
4990,doi:10.7910/DVN/KERZQY,2b_char_words_rep.R,,success,success,success,1,2018,txtlab,Arts and Humanities;Computer and Information Science,LABORATORY,txtLAB
4992,doi:10.7910/DVN/KERZQY,4_genre_gender.R,,success,success,success,1,2018,txtlab,Arts and Humanities;Computer and Information Science,LABORATORY,txtLAB
4998,doi:10.7910/DVN/HYOWFW,Ejemplos_Carto_CS.R,"Error in eval(expr, envir, enclos) :   could not find function 'windowsFonts'",Error in windowsFonts(helvetica = windowsFont('Arial')) :   could not find function 'windowsFonts',Error in windowsFonts(helvetica = windowsFont('Arial')) :   could not find function 'windowsFonts',Error in windowsFonts(helvetica = windowsFont('Arial')) :   could not find function 'windowsFonts',0,2017,Rodrigues-Silveira,Social Sciences,RESEARCHERS,Rodrigues-Silveira Dataverse
4999,doi:10.7910/DVN/HYOWFW,Mapping_Applications.R,success,success,success,success,1,2017,Rodrigues-Silveira,Social Sciences,RESEARCHERS,Rodrigues-Silveira Dataverse
5000,doi:10.7910/DVN/HYOWFW,Spatial_Utilities.R,success,success,success,success,1,2017,Rodrigues-Silveira,Social Sciences,RESEARCHERS,Rodrigues-Silveira Dataverse
5001,doi:10.7910/DVN/HYOWFW,mymap.R,success,success,success,success,1,2017,Rodrigues-Silveira,Social Sciences,RESEARCHERS,Rodrigues-Silveira Dataverse
5008,doi:10.7910/DVN/2BBRQ6,Figure1_code.R,success,success,success,success,1,2019,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
5009,doi:10.7910/DVN/2BBRQ6,Figure2_3_code.R,success,success,success,success,1,2019,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
5010,doi:10.7910/DVN/2BBRQ6,Figure4_code_House.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2019,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
